,recêncy,frequency,amount
15540,3150,2,3.6888794541139363
15550,1540,7,2.959364629383116
15570,69,2,3.3141860046725258
15580,2480,8,3.3366588605245844
15590,1535,8,4.154969184038536
15600,295,10,4.658710952916121
15610,343,11,4.031824205240767
15620,1380,4,3.5553480614894135
15630,3908,1,2.70805020110221
15640,3012,2,3.4011973816621555
15660,3908,1,3.912023005428146
15670,3710,2,3.912023005428146
15680,3292,3,3.4011973816621555
15690,3017,8,3.624340932976365
15710,3908,1,2.70805020110221
15720,8,17,3.4011973816621555
15730,3261,2,3.4011973816621555
15750,1317,8,2.1400661634962708
15760,3288,2,3.6888794541139363
15770,3731,2,3.4011973816621555
15790,3907,1,3.4011973816621555
15800,402,6,3.8066624897703196
15810,3907,1,2.70805020110221
15820,3178,2,3.3141860046725258
15840,2481,5,4.1588830833596715
15850,798,2,3.4011973816621555
15870,31,6,3.455264602932431
15880,267,4,2.7880929087757464
15890,436,7,4.674163057475043
15900,3907,1,3.4011973816621555
15910,1470,5,4.51085950651685
15930,343,9,3.742946675384212
15940,3186,2,3.4011973816621555
15950,3907,1,3.912023005428146
15970,1491,5,3.1354942159291497
15980,1,15,5.466652681367251
15990,1497,7,4.6874082842250635
16000,3907,1,2.70805020110221
16020,122,7,3.470190253149107
16030,3907,1,3.4011973816621555
16040,1107,7,3.2188758248682006
16050,3907,1,2.70805020110221
16070,251,12,3.6018680771243066
16080,731,11,3.5156077328398996
16090,1,5,4.727387818712341
16110,3570,2,3.6888794541139363
16120,643,11,3.488208758651785
16130,3907,1,3.912023005428146
16140,2072,2,3.6888794541139363
16150,3907,1,2.70805020110221
16160,3172,3,3.4011973816621555
16170,170,13,3.771876373684904
16190,374,9,4.436093855944157
16210,15,16,3.421816668864891
16220,3907,1,3.912023005428146
16230,3131,2,2.5257286443082556
16240,290,11,4.915325114291931
16250,3906,1,2.70805020110221
16260,3906,1,2.0794415416798357
16270,1149,8,4.7770204429147505
16280,339,12,4.814890716970161
16290,628,9,4.892852258439873
16300,1398,3,2.908720896564361
16310,3166,2,4.605170185988092
16320,3906,1,2.70805020110221
16330,3906,1,2.70805020110221
16340,23,10,3.349904087274605
16350,2934,2,2.8622008809294686
16360,1829,6,3.7689221617874726
16370,3730,2,3.3141860046725258
16380,1735,3,3.283414346005772
16390,512,3,3.7689221617874726
16400,2822,4,4.007333185232471
16410,1210,6,3.9765615265657175
16420,1401,8,3.71965111278069
16430,3349,3,2.908720896564361
16440,3611,2,3.4011973816621555
16450,244,14,2.882403588246988
16460,3349,3,3.912023005428146
16470,3906,1,3.4011973816621555
16480,1022,6,3.4011973816621555
16490,3906,1,2.70805020110221
16500,290,12,4.387221451550985
16510,731,4,3.1135153092103742
16520,1,10,3.4011973816621555
16530,108,12,3.787970356758167
16550,3689,2,2.70805020110221
16560,3341,3,2.70805020110221
16570,3906,1,2.70805020110221
16580,1115,3,3.4011973816621555
16590,1378,2,3.4011973816621555
16600,3122,4,3.2188758248682006
16610,3288,3,3.4011973816621555
16620,437,13,4.231874360813318
16640,34,10,4.197201947661808
16650,1563,7,4.268697949366879
16660,573,11,1.984131361875511
16670,2207,5,3.1780538303479458
16680,2977,5,3.4011973816621555
16690,209,4,3.8607297110405954
16700,1,7,3.9810158769150976
16710,3906,1,2.70805020110221
16720,2072,4,3.6888794541139363
16730,1462,8,3.7074558396868715
16740,2879,3,4.892852258439873
16760,3906,1,2.302585092994046
16770,3906,1,2.70805020110221
16780,3906,1,3.4011973816621555
16790,3906,1,2.70805020110221
16800,2253,8,2.5745188084776873
16830,2211,4,3.912023005428146
16840,295,8,3.7495040759303713
16850,3691,2,3.1135153092103742
16860,546,10,2.8903717578961645
16870,3906,1,2.70805020110221
16880,2963,4,3.518980417318539
16890,23,12,3.9920657131016823
16900,286,10,3.0204248861443626
16910,1049,4,3.4011973816621555
16930,3166,3,3.2188758248682006
16940,3730,2,2.70805020110221
16950,3698,2,2.70805020110221
16960,3905,1,3.4011973816621555
16970,618,4,3.2676659890376327
16980,3730,2,3.1135153092103742
16990,3577,2,3.1135153092103742
17000,21,6,2.8134107167600364
17010,101,14,5.280298861045359
17020,399,16,4.393677251893857
17030,2616,4,3.1135153092103742
17050,2121,7,2.70805020110221
17060,3124,3,3.283414346005772
17070,92,18,3.161717411028252
17080,3263,3,3.6018680771243066
17100,3905,1,2.70805020110221
17110,3185,2,2.8622008809294686
17130,3905,1,3.4001968813285717
17140,2,19,4.103078242190855
17150,3905,1,4.31748811353631
17160,3905,1,7.499423290592229
17170,62,11,4.370597938850259
17190,3905,1,2.70805020110221
17200,1120,3,2.456735772821304
17230,731,8,4.221344252983408
17240,3731,2,2.70805020110221
17250,966,11,3.816712825623821
17260,259,11,3.2719856501821494
17270,909,9,3.7942399697717626
17290,105,15,4.867534450455582
17300,2998,2,3.4011973816621555
17310,1750,3,2.8134107167600364
17320,2,10,3.5263605246161616
17330,2311,5,3.1780538303479458
17350,3905,1,3.912023005428146
17360,63,3,3.912023005428146
17370,3905,1,3.4011973816621555
17390,3905,1,3.4011973816621555
17410,1750,5,3.6888794541139363
17420,1486,8,3.7926762477955798
17430,3902,1,3.4011973816621555
17490,3902,1,3.4011973816621555
17520,2200,1,2.995732273553991
17630,374,7,3.7578723256008875
17640,2054,3,2.302585092994046
17670,3902,1,3.4011973816621555
17680,3902,1,2.70805020110221
17690,2,6,4.53617731450114
17700,213,7,3.3270894095084333
17710,2486,6,2.302585092994046
17720,3902,1,3.4011973816621555
17730,1044,4,3.3141860046725258
17740,3691,2,2.70805020110221
17770,337,18,2.887280565326492
17810,3731,2,3.912023005428146
17820,1163,5,3.258096538021482
17840,63,4,3.3141860046725258
17870,3902,1,2.70805020110221
17900,2570,4,2.995732273553991
17920,143,11,2.7379031642518914
17930,1843,15,3.21804881632422
17940,324,9,2.995732273553991
17950,3288,3,3.2188758248682006
17960,3902,1,3.4011973816621555
17970,31,11,4.370597938850259
17990,3902,1,3.4011973816621555
18000,2263,2,2.70805020110221
18010,3902,1,3.912023005428146
18050,367,6,3.036554268074246
18060,2403,4,3.7495040759303713
18070,2557,2,3.8607297110405954
18080,1568,8,4.54063166485052
18090,1120,3,4.148411783492376
18100,3352,5,3.4011973816621555
18110,3034,4,2.995732273553991
18120,1099,3,3.9765615265657175
18130,1267,7,3.3270894095084333
18140,211,11,3.385929909531367
18160,825,7,2.436116485618568
18180,427,5,4.219507705176107
18240,1192,13,3.7540187562848977
18250,1036,9,4.493617700082344
18280,366,10,3.091042453358316
18310,343,11,3.9822272641013945
18320,1378,6,3.624340932976365
18350,1563,5,3.332204510175204
18370,1491,4,3.624340932976365
18380,2557,5,4.499809670330265
18410,3898,1,3.4011973816621555
18420,77,3,3.3440389678222067
18430,2821,5,3.091042453358316
18440,3340,3,2.908720896564361
18450,2949,2,3.8066624897703196
18460,3720,2,2.70805020110221
18470,3341,2,3.4011973816621555
18480,3893,1,2.995732273553991
18490,3571,2,3.4011973816621555
18500,1394,4,3.6888794541139363
18530,3893,1,3.4011973816621555
18540,3893,1,3.912023005428146
18560,30,7,4.117875059632295
18570,342,13,4.7810608524517555
18600,3288,2,4.007333185232471
18610,2640,5,3.6888794541139363
18620,367,10,3.349904087274605
18630,3720,2,3.912023005428146
18640,374,10,5.0238805208462765
18650,24,6,3.912023005428146
18660,44,4,3.5553480614894135
18670,1394,5,3.332204510175204
18690,3738,2,2.8622008809294686
18700,3709,2,2.70805020110221
18710,2,7,3.4011973816621555
18720,91,8,3.3366588605245844
18740,422,6,3.9920657131016823
18760,587,8,4.018632740486404
18770,366,3,4.295015257684252
18790,280,13,4.812809550766336
18810,37,14,4.373057964691121
18820,1988,7,1.8152899666382492
18830,3893,1,2.70805020110221
18850,3893,1,2.70805020110221
18860,1096,4,3.624340932976365
18870,3272,4,4.471638793363569
18880,2759,3,3.2188758248682006
18890,3893,1,2.70805020110221
18900,2261,11,3.416235259026696
18910,3892,1,3.4011973816621555
18920,1,11,3.642359438479043
18930,3892,1,3.4011973816621555
18940,62,20,3.332204510175204
18960,2204,5,3.044522437723423
18970,2086,5,3.4657359027997265
18980,560,12,3.481240089335692
18990,3892,1,2.7040421797046714
19000,3892,1,4.007333185232471
19010,79,11,4.341441354558803
19020,1542,4,3.4011973816621555
19090,1832,4,3.481240089335692
19100,787,3,3.2188758248682006
19130,3886,1,2.70805020110221
19140,3874,1,3.4011973816621555
19150,63,10,3.7727609380946383
19160,3874,1,2.70805020110221
19170,3874,1,3.4011973816621555
19180,98,7,3.575550768806933
19190,1322,3,5.264415814872355
19200,3731,2,2.70805020110221
19210,77,5,4.189654742026425
19220,3288,2,3.6888794541139363
19230,598,14,3.3011139231051727
19250,52,5,3.044522437723423
19260,3874,1,2.70805020110221
19270,105,20,3.349904087274605
19290,290,8,3.0853444322436783
19300,3052,5,2.772588722239781
19310,2739,5,3.58351893845611
19320,3698,2,2.302585092994046
19330,3874,1,2.70805020110221
19340,1261,14,3.4362887014734254
19350,30,11,3.2005266862000044
19360,3731,2,3.3141860046725258
19390,2492,2,2.995732273553991
19400,3026,4,3.912023005428146
19410,1359,8,3.0853444322436783
19430,50,14,3.4011973816621555
19440,731,2,2.995732273553991
19470,583,8,4.665794807804526
19480,115,11,3.9300415109308244
19520,3858,1,3.912023005428146
19530,3288,2,4.8283137373023015
19540,57,13,4.98202476005499
19550,3858,1,3.4011973816621555
19560,1899,3,3.506557897319982
19570,2270,4,4.52720864451838
19580,3216,2,3.6888794541139363
19590,3858,1,2.302585092994046
19600,289,6,3.4011973816621555
19610,3858,1,2.70805020110221
19620,1715,9,3.6463198396951406
19630,587,9,3.5393477201429726
19640,1317,11,3.9990343824177756
19650,3858,1,3.912023005428146
19670,560,5,3.9512437185814275
19680,541,8,4.212127597878484
19690,98,5,4.564348191467836
19700,87,11,4.809964598634105
19710,3125,2,3.1135153092103742
19720,2303,3,2.8134107167600364
19730,1549,8,3.2435684374585723
19770,3080,2,4.605170185988092
19850,343,5,3.4011973816621555
19880,1115,5,3.871201010907891
19900,2053,2,4.102478062118823
19910,3844,1,2.7239235502585
19940,3844,1,4.110545941560109
19950,300,6,2.762117422372486
19960,3844,1,3.1780538303479458
19970,3017,1,3.4011973816621555
19980,3842,1,2.995732273553991
19990,3842,1,3.912023005428146
20000,805,6,3.1135153092103742
20020,30,11,3.1627863582171574
20030,13,9,4.605170185988092
20040,1932,6,4.080358320247361
20110,2366,4,3.3586377672433594
20120,415,1,3.4011973816621555
20140,2802,5,4.0943445622221
20170,279,10,5.096812990337308
20190,1163,8,3.4420193761824107
20200,3,10,6.917705609835305
20210,814,7,4.196127256532043
20220,322,8,4.592591403781231
20240,176,11,2.6127400212978853
20250,3818,1,4.499809670330265
20260,2,10,2.8622008809294686
20280,3817,1,4.0943445622221
20290,58,9,4.216234379831137
20320,2933,1,3.4011973816621555
20340,1,6,3.8066624897703196
20350,3184,2,3.4011973816621555
20360,79,9,3.9555081173678848
20370,3808,1,2.995732273553991
20390,1486,10,3.0204248861443626
20400,1055,2,4.605170185988092
20410,2009,6,4.605170185988092
20420,3800,1,3.4011973816621555
20430,3328,2,2.70805020110221
20440,3787,1,3.4011973816621555
20450,147,8,3.2676659890376327
20460,205,11,3.912023005428146
20470,3786,1,3.912023005428146
20480,1514,8,2.9311937524164198
20490,2724,3,3.912023005428146
20500,1462,6,2.70805020110221
20510,22,13,3.321154673988619
20520,24,11,4.40449949052594
20530,3341,2,3.1188344706879745
20540,633,10,3.9889840465642745
20550,15,7,3.671733295278966
20560,2942,3,4.605170185988092
20570,1,12,4.254429977569173
20580,3761,1,3.912023005428146
20600,1435,2,3.5553480614894135
20620,1647,5,3.4657359027997265
20630,3751,1,2.70805020110221
20640,87,3,2.995732273553991
20650,1806,4,4.174387269895637
20670,3657,2,3.912023005428146
20690,2927,2,3.6888794541139363
20700,3019,3,4.75932086581535
20810,2192,4,5.893024474294729
20910,1837,1,2.70805020110221
20970,1633,2,3.8066624897703196
20980,1680,6,3.4011973816621555
21150,1738,2,2.302585092994046
21200,37,7,4.561367563329698
21260,57,11,3.2719856501821494
21350,2058,1,3.4011973816621555
21510,65,10,3.367295829986474
21590,2072,1,3.6888794541139363
21670,1834,4,3.481240089335692
21770,1096,6,4.90527477843843
22240,3349,2,3.624340932976365
22310,1802,4,3.5553480614894135
22340,1722,2,3.1135153092103742
22500,1444,7,4.364008129171204
22720,3220,1,5.298317366548036
22730,2032,1,3.4011973816621555
22990,163,1,1.6094379124341003
23010,1,11,3.9389304583480707
23130,1,10,3.4011973816621555
23210,2100,6,5.0106352940962555
23260,1661,5,4.060443010546419
23270,41,4,3.2676659890376327
23530,177,15,4.019381523748645
23790,2612,4,3.5553480614894135
23820,1884,6,3.373026504695459
24060,2612,3,3.3440389678222067
24100,2923,1,2.70805020110221
24140,1477,2,2.8622008809294686
24260,401,14,4.680807600193711
24320,2004,2,3.5553480614894135
24440,1619,3,3.455264602932431
24680,15,14,3.4362887014734254
24720,2927,2,3.912023005428146
24760,815,6,3.578878558899608
24880,2373,1,2.995732273553991
24980,2443,7,3.4011973816621555
25130,762,4,2.995732273553991
25220,1681,3,4.605170185988092
25250,15,19,4.002537012968978
25270,44,6,4.645992180508347
25280,3352,2,3.4011973816621555
25300,190,7,3.5553480614894135
25370,231,8,4.230476736546681
25490,3571,2,3.1135153092103742
25510,370,6,3.578878558899608
25560,2415,4,4.135166556742356
25610,3034,3,4.339467020255086
25680,104,11,4.558650170353198
25760,8,11,3.7548374219057337
25770,1392,4,2.772588722239781
25880,34,7,3.247046701834897
25920,52,7,3.447717397297048
25950,227,4,3.3141860046725258
25960,2072,1,3.912023005428146
25980,366,11,5.574570743176195
26130,104,13,3.4389377096450024
26170,3288,2,4.8283137373023015
26310,293,10,4.477336814478207
26400,2044,1,2.70805020110221
26410,343,9,4.53617731450114
26550,3571,2,3.3141860046725258
26730,2550,5,3.871201010907891
26800,293,10,3.8918202981106265
26890,1673,2,3.8066624897703196
27050,9,10,4.33729074083249
27060,13,5,3.8918202981106265
27120,3184,3,4.4620693423474185
27130,3691,1,1.9459101490553132
27180,3349,2,3.3141860046725258
27240,464,10,3.8918202981106265
27250,2058,1,2.995732273553991
27270,265,6,3.4011973816621555
27280,342,12,3.373026504695459
27370,59,11,3.9028905218648737
27380,1892,2,3.1135153092103742
27540,962,5,3.4657359027997265
27550,2053,1,3.6888794541139363
27590,3288,2,5.703782474656201
27730,1394,3,4.0943445622221
27810,3012,2,5.0106352940962555
27970,59,6,3.9920657131016823
28000,1267,7,3.3270894095084333
28070,2228,5,3.4965075614664802
28150,2065,1,3.2188758248682006
28210,1,6,3.373026504695459
28260,609,5,3.4657359027997265
28360,793,4,3.4011973816621555
28620,79,16,4.125116220888854
29000,269,3,3.6018680771243066
29040,196,3,3.283414346005772
29130,2192,4,3.5553480614894135
29190,2786,1,3.4011973816621555
29200,1381,3,3.4011973816621555
29270,2786,1,2.995732273553991
29310,2200,2,4.605170185988092
29330,2786,1,2.995732273553991
29350,269,8,4.114963849424837
29380,92,5,3.4657359027997265
29400,3288,1,3.4011973816621555
29410,269,6,3.4011973816621555
29420,269,4,2.995732273553991
29440,1661,3,4.248495242049359
29480,211,8,3.984343667007772
29640,2072,2,3.4011973816621555
29760,1717,4,3.7495040759303713
29810,1491,2,2.302585092994046
29980,45,6,5.1647859739235145
30180,3324,1,4.605170185988092
30260,3362,1,3.912023005428146
30530,2954,1,2.70805020110221
30610,1,9,4.75932086581535
30820,182,8,4.230476736546681
30920,3653,1,3.6888794541139363
30960,3313,1,2.302585092994046
31050,213,12,4.575569716211801
31130,3328,1,3.4011973816621555
31180,2368,1,3.4011973816621555
31210,1470,3,5.115995809754082
31250,2053,1,3.912023005428146
31360,3360,1,4.31748811353631
31500,1766,2,3.481240089335692
31600,1385,2,3.1135153092103742
31620,3577,1,2.70805020110221
31680,1871,5,3.6888794541139363
31760,2533,6,3.1135153092103742
31870,3513,1,6.907755278982137
31910,52,8,2.8972922007407385
31940,1,10,3.4011973816621555
32030,1399,6,3.6018680771243066
32050,2256,4,4.485823428355525
32120,3331,1,3.912023005428146
32220,3689,1,5.298317366548036
32270,1183,3,3.0757749812275277
32320,3360,1,3.912023005428146
32330,3363,1,3.4011973816621555
32400,1836,4,4.007333185232471
32430,3331,1,4.31748811353631
32560,3326,1,3.912023005428146
32740,2241,4,3.3141860046725258
32800,1,10,6.536691597591305
32880,62,9,4.58836306767171
32920,216,14,4.622869763087492
33090,9,9,3.7816611875649024
33140,239,4,4.54063166485052
33190,2977,2,3.912023005428146
33220,3,9,3.5393477201429726
33290,1120,4,5.0106352940962555
33300,2633,1,2.772588722239781
33310,3577,1,3.4011973816621555
33690,395,7,3.8379150332744243
33740,3040,2,2.70805020110221
33790,1827,6,4.90527477843843
33830,3335,1,3.4011973816621555
33850,269,3,3.912023005428146
34030,92,15,3.060270794691562
34060,1855,3,3.3440389678222067
34080,2970,2,3.5553480614894135
34090,6,9,3.2188758248682006
34130,2933,2,4.007333185232471
34240,3,9,4.700480365792417
34250,1371,12,4.334017415487521
34260,1077,4,2.6210388241125804
34290,562,9,3.631721040273988
34300,3328,1,3.912023005428146
34310,2065,1,2.995732273553991
34330,3,8,3.960813169597578
34340,933,3,3.8066624897703196
34500,90,5,6.396929655216146
34520,3678,1,5.0106352940962555
34600,2991,2,3.4011973816621555
34670,1387,2,3.1135153092103742
34700,1399,2,3.5553480614894135
34720,2459,3,4.0943445622221
34750,2211,6,3.8250116284385163
34790,290,10,3.481240089335692
34840,2,2,2.995732273553991
34860,2235,6,3.506557897319982
34870,1750,3,3.0757749812275277
34970,3250,1,3.912023005428146
35030,3667,1,3.4011973816621555
35100,248,9,4.499809670330265
35170,2074,1,2.995732273553991
35220,2968,4,3.4011973816621555
35270,2926,2,3.4011973816621555
35310,835,6,3.8066624897703196
35370,1969,2,3.2188758248682006
35380,2194,3,3.6018680771243066
35460,1,9,5.352384587818312
35550,1301,2,3.2188758248682006
35670,1100,2,3.1135153092103742
35810,3335,1,3.4011973816621555
35870,34,5,3.4011973816621555
35880,3328,1,2.70805020110221
35900,1,13,4.156476343329107
36020,2072,1,3.4011973816621555
36130,2086,1,4.248495242049359
36150,2,9,4.605170185988092
36220,408,4,2.995732273553991
36280,2708,3,6.18070654674651
36310,1832,2,3.8066624897703196
36350,1476,2,3.481240089335692
36360,1,7,3.6147714819602146
36500,3,6,3.7689221617874726
36540,1750,2,2.70805020110221
36740,1843,2,3.4011973816621555
36770,28,3,4.248495242049359
36810,3678,1,3.4011973816621555
36840,3,11,4.131523565463855
37040,13,12,5.9044531701183525
37110,1984,1,2.70805020110221
37150,62,17,3.1069579086642154
37380,1687,2,3.2188758248682006
37390,1850,7,2.6079667425452273
37470,1491,3,2.995732273553991
37660,2234,1,3.4011973816621555
37800,70,6,3.4067375620377707
37900,71,16,3.4420193761824107
38000,220,7,3.5347287742866778
38270,338,7,3.8830354685548936
38330,210,9,4.075652429209948
38350,2557,2,3.912023005428146
38360,2226,3,4.148411783492376
38370,3185,2,4.471638793363569
38390,3669,1,4.605170185988092
38440,210,6,4.0661736852554045
